account_age,month,payment_type,income,employment_status,customer_age,zip_count_4w,velocity_6h,velocity_24h,velocity_4w,bank_branch_count_8w,date_of_birth_distinct_emails_4w,credit_risk_score,email_is_free,housing_status,phone_home_valid,phone_mobile_valid,bank_months_count,proposed_credit_limit,device_fraud_count,fraud_bool
14,4,AA,0.87,CC,82,1171,2481.66,1069.19,6245.61,18,2,303,1,BE,0,1,15,835.99,0,0
3,3,AE,0.51,CC,20,1196,5425.57,50.63,12515.51,8,2,353,0,BA,0,1,11,835.99,0,0
17,3,AC,0.21,CD,82,1207,261.62,376.27,14563.92,6,11,825,0,BC,1,1,15,835.99,0,0
17,0,AC,0.28,CG,49,1160,2734.1,9332.64,4064.6,8,8,434,0,BD,1,1,18,835.99,0,0
29,4,AA,0.5,CG,44,1242,303.13,836.56,4916.6,3,13,729,0,BF,1,1,32,835.99,0,1
10,0,AB,0.32,CF,36,1231,357.75,1263.36,428.27,1,8,738,1,BA,1,1,6,835.99,0,0
9,7,AD,0.56,CF,19,1238,2313.53,35.74,6840.56,10,11,513,1,BF,1,1,25,835.99,0,0
10,0,AD,0.6,CA,52,1231,970.7,14970.06,10828.09,0,13,376,1,BD,1,1,9,835.99,0,0
12,3,AE,0.12,CD,59,1172,9769.54,5830.01,17666.07,17,6,808,0,BA,0,0,4,835.99,0,0
15,4,AD,0.82,CG,56,1235,334.48,2268.88,5148.38,6,6,557,1,BE,1,1,0,835.99,0,0
9,3,AB,0.8,CE,72,1113,3112.04,13339.09,9624.28,5,6,636,0,BD,0,1,23,835.99,0,0
3,4,AD,0.13,CE,42,1223,4003.32,13268.69,14405.89,18,6,659,0,BD,0,1,13,835.99,0,0
3,5,AB,0.82,CG,72,1219,2109.73,10210.91,19363.46,14,9,814,1,BA,0,1,19,835.99,0,0
17,5,AB,0.27,CA,25,1244,16509.97,17515.77,6623.71,2,13,534,1,BE,1,1,28,835.99,0,0
11,6,AC,0.5,CF,78,1153,1527.25,854.72,15598.42,17,3,740,0,BD,1,1,30,835.99,0,0
22,6,AB,0.15,CD,81,1175,6705.98,415.73,5377.44,14,5,710,0,BC,0,1,4,835.99,0,0
26,1,AB,0.67,CA,73,1207,4165.58,13623.4,7031.51,10,13,313,1,BE,1,1,6,835.99,0,0
16,1,AB,0.15,CC,28,1196,1666.01,8524.42,8056.08,15,10,728,1,BB,1,1,1,835.99,0,0
10,0,AA,0.24,CD,33,1192,2017.05,543.59,23682.73,4,12,582,0,BA,1,0,35,835.99,0,0
12,6,AB,0.35,CF,69,1181,975.24,9817.69,1811.61,10,8,437,1,BD,1,1,8,835.99,0,0
12,7,AC,0.32,CA,51,1224,1744.57,6.8,5210.95,16,6,578,0,BD,1,1,28,835.99,0,0
8,3,AD,0.51,CC,32,1171,5493.82,3149.56,3911.24,5,14,542,0,BA,0,1,25,835.99,0,0
12,2,AC,0.36,CG,29,1209,4059.22,11180.65,5542.46,11,0,401,0,BC,1,1,35,835.99,0,0
9,6,AC,0.13,CG,50,1232,2634.76,4653.47,12979.41,14,1,349,0,BF,1,1,4,835.99,0,0
29,6,AE,0.76,CG,40,1197,25.03,268.15,828.91,9,10,387,0,BC,1,1,28,835.99,0,0
17,7,AA,0.74,CC,65,1192,1884.44,1583.01,3921.32,19,13,484,1,BD,1,1,5,835.99,0,0
20,3,AD,0.49,CB,79,1177,3863.92,11850.61,540.06,8,11,742,1,BD,1,1,35,835.99,1,0
16,3,AC,0.27,CD,27,1178,3366.77,7919.23,5005.79,11,13,522,0,BF,1,1,24,835.99,0,0
23,1,AA,0.18,CC,68,1119,973.68,3991.87,1307.76,0,1,748,1,BA,1,0,8,835.99,0,0
7,3,AB,0.66,CC,54,1213,928.46,2007.1,3074.01,18,10,822,1,BF,1,1,16,835.99,0,0
25,2,AA,0.13,CE,59,1224,878.68,2065.85,9992.02,12,9,372,0,BA,1,1,33,835.99,0,0
6,5,AD,0.56,CC,64,1223,1598.24,136.99,10899.11,17,7,642,1,BD,1,1,18,835.99,0,0
10,1,AB,0.66,CF,34,1229,3459.68,8542.14,8042.37,3,6,425,1,BD,1,1,11,835.99,1,1
23,4,AC,0.77,CD,51,1193,1263.43,7991.89,3318.0,15,1,460,0,BB,1,1,3,835.99,0,0
22,3,AE,0.37,CD,19,1208,856.3,1682.75,1259.17,14,11,821,0,BA,1,1,16,835.99,0,0
25,4,AA,0.81,CB,59,1209,1022.69,746.36,5807.38,6,10,592,1,BA,1,1,28,835.99,0,0
3,7,AD,0.1,CE,80,1240,405.69,23029.65,8169.5,14,8,839,0,BD,1,1,7,835.99,0,0
7,2,AD,0.21,CE,27,1195,5505.92,906.67,886.35,0,5,584,0,BA,1,1,29,835.99,0,0
12,0,AC,0.14,CG,25,1120,492.44,3793.01,474.95,10,8,573,0,BC,1,1,22,835.99,0,0
1,4,AC,0.75,CG,71,1155,664.67,1565.46,17037.42,10,10,754,0,BE,1,1,12,835.99,0,0
19,1,AE,0.44,CE,61,1223,3181.88,3540.17,1881.22,1,13,565,0,BE,0,1,29,835.99,0,1
17,1,AB,0.21,CB,52,1211,5248.86,6638.91,2674.55,11,7,368,1,BC,1,1,27,835.99,0,0
9,3,AA,0.62,CG,65,1251,221.82,372.32,5313.3,16,12,422,0,BB,1,1,14,835.99,0,0
22,4,AB,0.38,CD,65,1215,4443.8,1811.54,323.22,17,11,819,1,BE,0,1,7,835.99,0,0
1,6,AD,0.85,CF,39,1187,9306.77,900.92,4950.27,3,12,355,0,BF,1,1,30,835.99,0,0
26,5,AD,0.35,CF,24,1249,3192.57,3610.04,12145.28,14,3,485,0,BA,1,1,12,835.99,0,0
21,2,AA,0.17,CB,84,1172,1913.96,9683.69,4731.89,15,7,434,0,BB,0,0,21,835.99,0,0
15,5,AE,0.36,CA,29,1200,1157.67,691.83,10854.63,9,13,540,0,BD,1,1,9,835.99,0,0
27,1,AE,0.78,CD,26,1194,2762.35,139.01,1057.64,0,5,639,0,BD,1,1,19,835.99,0,0
9,1,AD,0.41,CE,58,1206,1847.98,1199.64,9157.96,19,1,460,1,BB,1,0,29,835.99,0,0
12,0,AC,0.68,CD,25,1283,1498.21,2614.18,9556.89,13,6,799,1,BB,1,1,17,835.99,0,0
0,6,AA,0.25,CG,67,1267,874.15,2261.85,1980.0,10,12,341,0,BF,1,1,27,835.99,0,0
2,1,AD,0.79,CF,81,1239,1795.29,10888.96,2294.51,0,11,522,1,BC,1,1,4,835.99,0,0
14,2,AD,0.59,CG,84,1176,4497.87,299.23,24883.75,0,12,732,0,BC,1,1,0,835.99,0,1
0,7,AA,0.53,CA,23,1180,14422.22,389.03,6682.85,2,9,763,0,BA,0,1,17,835.99,0,0
3,6,AA,0.51,CE,46,1183,3110.94,2614.38,8567.2,1,7,609,1,BA,0,1,4,835.99,0,0
1,3,AD,0.85,CA,22,1145,6271.15,3067.17,286.91,12,3,385,0,BD,1,1,13,835.99,0,1
21,5,AB,0.47,CF,71,1179,150.94,5527.61,5182.9,11,14,349,1,BC,1,1,2,835.99,0,0
1,4,AB,0.15,CB,82,1162,1847.47,2340.16,10779.16,16,4,497,1,BB,1,1,11,835.99,0,0
28,2,AA,0.36,CC,18,1259,292.24,9691.23,13090.07,18,10,314,0,BD,0,1,30,835.99,0,1
18,1,AE,0.48,CC,61,1226,704.77,4168.09,11069.88,18,7,348,1,BA,1,0,6,835.99,0,0
10,1,AD,0.53,CF,75,1192,150.41,3470.46,7846.46,8,14,350,1,BB,1,1,27,835.99,1,1
28,3,AB,0.18,CF,49,1185,7471.52,998.97,5097.83,15,7,315,1,BA,1,1,23,835.99,0,0
18,3,AE,0.38,CD,68,1244,3320.22,12675.35,9653.24,11,5,508,1,BB,1,0,23,835.99,0,0
12,7,AE,0.57,CG,57,1253,772.23,5162.26,3099.1,0,9,832,1,BB,0,0,28,835.99,0,0
27,0,AE,0.44,CE,31,1298,1804.99,8504.39,5516.3,17,7,473,1,BE,1,1,24,835.99,0,0
9,2,AD,0.51,CE,76,1161,1746.92,4223.44,5382.13,6,14,319,1,BB,1,1,9,835.99,0,0
6,6,AB,0.47,CD,59,1197,1137.3,2078.96,12022.08,4,4,393,0,BF,1,1,7,835.99,0,0
24,0,AE,0.74,CB,53,1235,1657.11,728.99,5568.16,6,2,568,1,BF,1,1,2,835.99,0,0
8,2,AD,0.76,CC,35,1172,10975.88,1189.09,7145.47,12,5,481,1,BF,1,1,24,835.99,0,1
3,4,AD,0.85,CA,41,1222,895.6,8927.63,14319.8,4,13,823,1,BB,0,1,35,835.99,0,0
9,2,AE,0.76,CG,25,1160,204.45,503.3,3254.29,17,3,650,0,BC,1,1,1,835.99,0,0
1,3,AE,0.4,CF,59,1180,1343.06,277.8,9572.08,11,5,774,1,BF,1,1,10,835.99,0,0
20,4,AE,0.54,CE,44,1183,2419.22,3769.3,4425.6,10,12,677,1,BA,1,1,33,835.99,0,0
9,0,AC,0.58,CB,83,1194,1637.3,5293.93,5340.69,12,11,471,1,BE,0,1,16,835.99,0,0
15,4,AE,0.34,CF,76,1154,566.68,8137.26,1441.6,7,12,328,1,BC,1,1,15,835.99,0,0
16,1,AB,0.76,CA,42,1170,1270.13,196.31,6486.67,7,2,646,1,BB,1,1,14,835.99,0,0
18,7,AC,0.49,CE,55,1216,8368.57,4807.4,4228.44,16,4,585,0,BD,1,1,3,835.99,0,0
17,2,AA,0.76,CD,38,1161,4520.48,4697.01,1770.87,11,10,780,0,BE,0,1,17,835.99,0,0
2,4,AA,0.78,CC,70,1178,97.55,1670.15,10560.33,0,13,479,0,BA,1,1,16,835.99,0,0
8,6,AC,0.3,CF,56,1207,5068.51,1005.0,8846.87,0,9,327,0,BF,1,1,24,835.99,0,0
13,4,AC,0.82,CE,30,1218,344.05,887.23,19201.35,10,12,415,0,BF,0,1,15,835.99,0,0
3,0,AE,0.75,CE,25,1234,1422.67,2288.86,5591.53,12,10,356,0,BD,1,1,32,835.99,0,0
12,5,AB,0.56,CE,39,1135,3156.68,4726.33,3500.65,8,6,511,1,BD,1,1,11,835.99,0,0
1,7,AC,0.74,CG,63,1136,1356.44,7511.83,271.23,2,11,842,0,BC,1,1,8,835.99,0,1
16,1,AD,0.6,CG,47,1212,2726.53,309.35,4733.63,7,5,658,1,BF,1,1,26,835.99,0,0
9,7,AA,0.54,CE,71,1192,5507.57,814.58,12776.98,8,12,584,1,BD,1,1,4,835.99,0,1
11,0,AA,0.5,CF,76,1191,739.36,2030.33,7807.22,1,5,669,1,BA,0,0,32,835.99,0,0
12,2,AE,0.41,CE,62,1223,3230.13,588.07,5204.62,19,14,447,0,BE,1,1,9,835.99,0,0
18,6,AD,0.26,CA,38,1154,86.62,105.69,1799.17,2,3,393,0,BA,0,1,13,835.99,0,0
25,3,AA,0.68,CE,22,1149,1795.92,326.28,3752.43,9,3,763,0,BB,0,1,23,835.99,0,0
0,0,AE,0.35,CB,56,1239,2223.44,1631.67,2305.89,7,14,485,0,BC,0,1,8,835.99,0,1
15,7,AC,0.89,CA,59,1182,16.53,3574.19,5696.93,9,12,674,1,BA,1,1,33,835.99,0,0
19,0,AD,0.88,CB,78,1237,12351.87,322.14,5216.77,18,6,445,0,BB,1,1,20,835.99,0,0
20,1,AB,0.45,CG,75,1174,3275.12,4276.06,3881.73,6,2,697,0,BD,1,1,32,835.99,0,0
27,5,AE,0.39,CB,24,1204,2703.16,30279.97,4335.74,0,3,773,1,BE,1,1,17,835.99,0,0
13,4,AE,0.49,CA,77,1171,1049.3,380.0,4452.23,15,13,475,1,BD,0,1,5,835.99,0,0
14,6,AA,0.31,CC,76,1144,3427.91,12028.58,5046.16,15,14,601,0,BA,0,1,9,835.99,0,0
21,4,AE,0.4,CB,22,1247,9184.61,8034.71,13139.21,12,0,817,1,BA,1,1,10,835.99,0,0
11,1,AE,0.34,CF,22,1195,4380.03,1260.31,503.41,10,14,776,1,BE,0,1,35,835.99,0,0
1,1,AD,0.8,CG,64,1165,2272.32,3413.4,29030.94,2,0,472,1,BC,0,1,22,835.99,0,0
24,2,AA,0.35,CC,59,1289,17.1,2811.2,2235.74,18,14,339,0,BE,1,1,11,835.99,0,0
17,1,AA,0.42,CA,50,1219,2165.49,8219.3,231.6,10,11,715,1,BB,1,0,3,835.99,0,0
19,5,AE,0.77,CC,18,1131,1540.18,9338.59,19770.36,1,5,747,1,BD,1,1,0,835.99,0,0
25,0,AC,0.35,CD,83,1229,2625.34,7347.6,1035.9,13,0,303,0,BB,1,1,23,835.99,0,0
25,3,AD,0.14,CA,58,1260,2511.43,1092.76,3836.36,11,4,777,1,BC,1,1,26,835.99,0,0
23,1,AE,0.75,CF,69,1192,1358.01,3332.06,4595.41,3,0,577,0,BB,1,1,12,835.99,0,0
21,0,AE,0.87,CA,38,1139,3028.9,1372.42,744.33,8,9,541,1,BF,0,1,25,835.99,0,1
23,3,AD,0.5,CE,84,1180,669.58,46.92,9122.46,15,9,667,0,BD,1,1,24,835.99,0,0
6,1,AD,0.81,CF,25,1255,84.91,100.2,7293.91,2,7,547,1,BE,1,0,34,835.99,0,0
2,1,AE,0.15,CD,33,1254,4507.08,3786.96,46393.61,5,2,779,0,BC,1,1,29,835.99,0,0
23,4,AB,0.64,CC,46,1186,1614.0,6699.8,4429.79,2,8,834,1,BF,1,1,22,835.99,0,0
22,5,AE,0.68,CB,40,1206,1046.47,10695.36,40060.14,18,6,537,1,BD,1,1,31,835.99,0,0
6,2,AB,0.49,CF,76,1191,2742.39,5762.22,5199.3,14,11,555,1,BE,1,1,23,835.99,0,0
29,5,AE,0.74,CG,66,1224,5465.6,2447.39,1646.51,14,7,523,0,BD,1,1,7,835.99,0,0
17,1,AB,0.9,CG,74,1160,1657.84,17661.59,18103.18,19,10,456,0,BD,0,1,8,835.99,0,0
18,6,AE,0.51,CE,31,1238,1458.04,553.05,1143.47,0,13,729,1,BF,1,1,21,835.99,0,0
7,3,AA,0.43,CG,70,1238,7183.64,3672.63,29105.75,16,5,497,0,BB,0,1,20,835.99,0,1
16,7,AA,0.21,CB,58,1225,2397.47,3611.34,4228.42,12,13,416,0,BD,1,1,1,835.99,0,0
9,2,AE,0.61,CE,78,1205,3303.11,4755.42,16003.52,7,12,573,1,BA,1,0,16,835.99,0,1
9,2,AB,0.46,CE,27,1171,1324.94,3347.61,3983.76,8,6,600,1,BE,1,1,23,835.99,0,0
28,6,AB,0.74,CG,44,1251,1819.49,6393.52,1902.23,10,11,454,1,BB,1,1,29,835.99,0,0
5,3,AA,0.39,CG,83,1178,7226.75,8342.23,10071.01,0,5,662,0,BA,1,1,17,835.99,0,0
27,6,AE,0.52,CB,35,1236,603.77,4539.62,941.68,14,2,620,1,BA,0,1,26,835.99,0,0
20,0,AB,0.46,CG,65,1327,4672.0,2542.26,2916.58,7,4,425,0,BB,1,1,35,835.99,0,0
13,4,AC,0.17,CG,50,1183,1412.76,508.35,6241.22,12,14,499,0,BA,1,1,31,835.99,2,1
29,7,AA,0.88,CF,23,1197,2323.37,783.25,7625.39,5,8,801,0,BD,0,1,11,835.99,0,0
25,7,AD,0.13,CD,36,1204,869.21,1291.37,5695.15,6,4,360,1,BB,1,0,3,835.99,1,0
8,4,AA,0.14,CE,59,1239,832.61,3705.49,17691.0,15,8,612,1,BD,1,1,18,835.99,0,0
6,0,AC,0.19,CF,47,1196,472.47,5922.32,6855.57,15,4,576,1,BB,1,1,3,835.99,0,0
19,3,AB,0.51,CC,53,1157,439.15,971.54,1237.96,19,8,527,1,BD,1,1,28,835.99,0,0
9,3,AE,0.51,CD,71,1212,1266.31,175.32,10480.7,4,6,572,1,BA,1,1,27,835.99,0,0
4,3,AA,0.19,CC,24,1257,136.3,9669.81,14349.01,14,2,413,1,BA,0,0,18,835.99,0,0
25,4,AB,0.25,CE,21,1209,763.45,4687.45,3275.6,17,6,655,1,BD,1,0,34,835.99,0,0
11,0,AA,0.15,CF,21,1189,1507.63,6886.27,2254.42,1,12,735,1,BB,0,1,5,835.99,0,0
9,3,AC,0.18,CB,31,1224,1609.76,1715.89,5420.51,8,13,428,1,BB,1,0,17,835.99,0,1
5,4,AB,0.28,CC,63,1203,2242.37,395.39,3915.7,5,9,630,1,BC,0,1,16,835.99,0,0
27,7,AB,0.34,CC,82,1231,1389.28,10434.11,15321.36,6,8,611,0,BE,1,1,27,835.99,0,1
29,7,AC,0.8,CC,25,1183,4661.42,12083.05,139.35,13,11,650,1,BA,1,1,22,835.99,0,0
4,1,AD,0.27,CC,24,1219,2549.16,536.71,5772.6,12,11,328,1,BB,1,1,14,835.99,0,1
15,1,AD,0.52,CE,43,1248,13037.58,9432.0,2453.62,9,7,422,0,BD,0,1,20,835.99,1,1
13,6,AC,0.11,CB,58,1205,844.48,58.11,3796.91,10,0,322,1,BF,1,1,7,835.99,0,0
1,5,AC,0.51,CG,41,1203,576.0,191.58,25259.41,11,10,676,0,BA,1,0,12,835.99,0,0
8,0,AA,0.54,CA,37,1187,6469.98,690.54,1411.15,3,7,512,1,BC,0,1,32,835.99,0,0
7,3,AA,0.35,CB,43,1202,164.69,233.92,6007.91,14,7,503,0,BF,1,1,19,835.99,0,0
1,1,AB,0.27,CG,18,1299,2683.07,3561.73,1344.97,7,0,355,1,BF,0,1,14,835.99,0,0
22,5,AE,0.81,CB,78,1185,1375.32,3921.87,2408.39,4,8,825,0,BA,1,1,28,835.99,0,0
12,3,AB,0.56,CD,62,1245,3060.6,315.37,974.15,4,11,312,1,BB,1,1,0,835.99,0,0
19,0,AC,0.57,CF,45,1247,1052.95,2028.27,2355.84,17,12,332,1,BA,1,1,21,835.99,0,0
9,0,AD,0.52,CG,45,1211,2683.96,4433.77,3986.42,14,8,673,0,BD,1,1,20,835.99,0,0
6,1,AC,0.88,CC,19,1170,8364.85,12727.09,6577.78,0,1,427,1,BB,0,1,6,835.99,0,0
17,6,AC,0.84,CB,49,1228,9789.04,1398.55,870.64,10,1,335,1,BA,0,1,27,835.99,0,0
21,1,AE,0.24,CE,67,1192,1033.77,5795.82,801.35,10,8,319,1,BF,1,1,21,835.99,0,0
5,5,AA,0.54,CF,51,1205,2199.11,3699.81,796.86,17,9,842,1,BA,1,1,21,835.99,0,0
14,1,AE,0.65,CF,56,1243,2267.16,10208.56,11663.09,0,7,832,1,BE,1,1,30,835.99,0,0
22,1,AE,0.43,CF,63,1279,1488.93,6089.83,7072.1,18,0,585,0,BC,1,1,28,835.99,0,0
2,0,AD,0.67,CG,72,1311,7834.05,2799.04,2476.25,19,4,320,1,BD,0,1,32,835.99,0,0
5,4,AA,0.6,CG,78,1225,1374.0,6112.25,4119.41,19,7,343,1,BF,1,1,35,835.99,2,1
1,1,AE,0.7,CE,33,1207,170.92,5303.45,309.37,4,2,649,1,BC,1,1,8,835.99,0,0
7,3,AD,0.24,CF,27,1216,3776.0,11127.53,10462.4,3,9,425,1,BD,1,0,26,835.99,0,1
10,0,AE,0.26,CE,33,1168,1014.26,6101.71,2261.78,12,11,416,0,BA,0,1,25,835.99,0,1
22,1,AC,0.3,CG,18,1243,3735.64,2775.34,3938.71,7,10,814,0,BE,1,0,34,835.99,0,0
18,5,AC,0.38,CA,79,1150,4470.39,2987.3,20856.72,0,9,304,1,BE,1,1,28,835.99,0,1
26,7,AA,0.58,CD,61,1121,6727.85,4035.78,4039.57,2,8,322,0,BF,1,1,23,835.99,0,0
7,4,AA,0.7,CE,41,1168,5151.4,6011.46,2083.46,8,13,618,0,BA,1,1,13,835.99,0,1
29,7,AA,0.63,CD,59,1129,4490.4,3421.87,5949.84,0,14,655,1,BC,1,1,3,835.99,0,0
22,6,AA,0.72,CF,31,1243,4520.16,613.86,9525.88,0,11,652,0,BA,1,1,21,835.99,0,0
13,1,AD,0.5,CC,84,1174,412.09,281.32,11.92,10,1,301,1,BA,0,1,26,835.99,0,0
27,0,AC,0.11,CC,47,1218,1101.39,5634.63,4437.59,18,6,760,0,BD,1,1,9,835.99,0,0
8,3,AE,0.32,CA,41,1216,1679.31,2083.64,610.98,16,11,689,1,BC,1,0,26,835.99,0,0
2,4,AB,0.32,CC,36,1179,3549.71,4345.36,315.54,6,0,659,1,BD,1,1,10,835.99,0,0
1,5,AE,0.11,CA,84,1152,12139.38,633.52,3987.28,14,8,809,0,BF,1,1,13,835.99,0,0
9,3,AE,0.59,CA,26,1229,1505.6,456.72,5956.37,5,1,807,0,BA,0,1,28,835.99,2,0
0,4,AD,0.25,CE,53,1215,6524.37,10749.73,6417.51,15,0,820,0,BC,1,1,17,835.99,0,0
19,0,AB,0.28,CA,50,1120,3749.28,17991.2,489.86,5,10,705,1,BF,0,1,8,835.99,0,0
19,1,AD,0.28,CG,62,1202,536.13,3272.3,23966.88,3,12,555,1,BA,1,1,26,835.99,0,0
28,0,AD,0.34,CB,60,1277,3445.7,6317.96,1221.54,17,12,659,0,BA,1,1,22,835.99,0,0
27,2,AC,0.62,CD,61,1292,579.86,829.73,269.57,17,10,382,1,BE,1,1,7,835.99,0,0
26,3,AE,0.54,CB,78,1174,9009.97,5598.08,6495.34,0,6,536,0,BF,1,1,14,835.99,0,0
17,4,AC,0.22,CD,36,1245,1835.16,7685.05,5004.42,2,8,547,1,BB,0,1,20,835.99,0,0
10,7,AA,0.11,CE,63,1190,128.94,790.62,636.06,14,8,663,1,BD,1,1,18,835.99,0,0
7,7,AB,0.52,CD,71,1264,2233.96,89.53,2314.64,1,10,640,0,BF,0,1,4,835.99,0,1
19,4,AE,0.75,CD,49,1170,3212.19,5035.9,5781.22,15,1,622,0,BE,1,1,23,835.99,0,0
2,3,AB,0.8,CB,45,1187,4028.69,4728.5,2790.41,11,3,611,1,BE,1,1,29,835.99,0,0
18,0,AC,0.21,CF,53,1179,492.13,8369.12,3702.94,6,5,338,0,BE,0,1,10,835.99,0,0
15,3,AB,0.68,CD,47,1203,561.09,10632.44,14160.56,17,13,384,0,BC,1,1,31,835.99,0,0
17,1,AE,0.38,CC,70,1168,1757.2,3115.51,7244.46,11,13,560,1,BE,1,1,8,835.99,0,1
9,4,AE,0.3,CE,69,1182,2576.81,4053.82,1513.21,4,8,545,0,BB,1,1,24,835.99,0,0
6,1,AD,0.34,CE,61,1131,1385.74,6090.07,2734.25,18,5,568,1,BB,1,1,35,835.99,0,0
2,5,AA,0.18,CG,50,1135,12744.99,3395.31,6835.68,8,11,741,1,BE,1,1,9,835.99,0,0
21,4,AD,0.27,CD,27,1235,1380.98,3243.91,1569.03,17,7,432,0,BE,1,1,6,835.99,0,0
20,4,AA,0.4,CG,66,1205,1322.32,2382.63,3531.04,2,1,413,0,BF,0,1,13,835.99,0,0
9,5,AB,0.44,CC,38,1229,5639.81,3396.19,5779.34,5,13,631,1,BF,1,1,1,835.99,0,0
1,2,AB,0.8,CA,56,1180,16609.51,3221.32,3843.74,3,14,683,0,BF,1,1,4,835.99,0,0
23,4,AB,0.68,CG,26,1217,2681.37,3548.13,627.44,5,2,603,1,BC,0,1,0,835.99,0,0
12,1,AE,0.11,CC,58,1144,6290.66,2548.81,14513.66,15,8,705,0,BB,1,1,0,835.99,0,1
26,4,AA,0.31,CD,51,1168,286.14,13064.7,8666.62,13,8,556,0,BA,0,1,0,835.99,0,0
0,6,AE,0.18,CC,30,1131,368.17,5840.12,6488.93,6,5,545,0,BD,1,1,1,835.99,0,0
21,5,AD,0.34,CC,63,1200,8647.66,1235.38,5695.38,2,8,496,0,BC,1,1,11,835.99,0,0
4,2,AD,0.76,CC,18,1155,3655.83,8663.72,3220.92,7,9,535,1,BF,0,1,10,835.99,0,0
24,3,AE,0.24,CF,36,1169,6768.77,40041.11,587.66,11,8,571,0,BD,0,1,15,835.99,0,0
0,4,AB,0.38,CA,45,1170,477.76,4171.36,5286.02,9,7,393,1,BC,0,0,34,835.99,0,0
14,0,AD,0.2,CB,45,1157,3674.0,3394.55,7895.11,0,3,668,1,BD,1,1,15,835.99,0,0
2,0,AC,0.36,CA,44,1194,9055.41,1152.76,2182.7,7,4,823,1,BA,0,1,13,835.99,1,1
25,6,AB,0.58,CD,46,1166,1585.33,3213.11,4244.09,11,0,379,0,BC,1,1,9,835.99,1,1
10,1,AD,0.16,CA,41,1234,2676.95,10632.56,308.24,13,1,807,0,BD,1,1,22,835.99,0,0
29,7,AC,0.59,CA,47,1293,8415.92,524.82,3337.71,12,0,609,0,BF,0,1,20,835.99,0,1
24,1,AD,0.53,CA,83,1188,415.91,4656.73,9320.0,12,6,601,1,BD,1,1,29,835.99,0,0
27,3,AB,0.86,CC,25,1162,3700.87,4215.05,165.25,7,9,392,0,BB,1,1,7,835.99,0,0
5,3,AA,0.47,CG,68,1191,3425.61,1137.56,2250.17,12,14,451,1,BB,1,1,0,835.99,0,0
5,5,AE,0.65,CF,26,1186,7160.22,1963.74,1106.76,12,13,829,0,BD,1,1,6,835.99,0,1
13,7,AE,0.41,CB,44,1204,1299.01,9383.04,4774.2,13,7,420,0,BE,1,1,6,835.99,0,0
25,3,AC,0.52,CC,81,1243,1913.41,3149.27,1937.81,6,2,607,1,BF,0,1,18,835.99,0,0
3,4,AD,0.51,CD,32,1206,8644.7,1635.93,9053.93,18,6,582,1,BD,1,1,34,835.99,0,0
3,5,AC,0.36,CB,43,1187,4018.04,1842.26,9552.34,18,6,826,0,BE,1,1,21,835.99,0,0
2,1,AD,0.79,CA,44,1183,6076.98,3846.75,714.63,16,12,566,0,BC,0,1,29,835.99,0,0
8,5,AD,0.88,CA,76,1249,4892.09,671.77,2030.33,7,5,758,1,BA,1,0,21,835.99,0,0
14,1,AD,0.4,CA,37,1260,1991.51,472.37,2136.21,14,0,789,1,BA,0,1,26,835.99,0,0
8,2,AB,0.14,CC,43,1259,400.62,10194.47,3408.35,15,8,346,1,BA,1,1,28,835.99,0,0
11,6,AC,0.37,CF,72,1200,310.04,1547.39,11803.97,1,13,834,1,BB,1,1,30,835.99,0,0
29,6,AE,0.18,CF,39,1205,254.37,1377.39,582.57,10,11,377,0,BD,1,0,11,835.99,0,0
13,5,AD,0.45,CE,82,1186,2481.24,9468.45,26330.52,1,12,695,0,BC,0,1,15,835.99,0,0
25,2,AA,0.6,CB,18,1187,2786.82,615.87,237.11,16,3,686,1,BE,1,1,11,835.99,0,0
29,3,AB,0.88,CE,29,1191,653.45,2088.75,1517.12,14,6,455,0,BD,1,1,14,835.99,0,0
25,5,AA,0.77,CD,28,1228,2510.9,4660.45,2765.49,6,10,840,1,BA,0,1,20,835.99,0,0
2,4,AC,0.37,CG,60,1188,62.49,4852.54,6854.6,5,7,693,1,BE,0,1,20,835.99,0,0
13,7,AD,0.11,CD,32,1177,3564.05,4846.52,12986.46,19,8,474,0,BA,1,1,15,835.99,0,0
13,6,AB,0.53,CA,43,1230,4020.16,6362.7,1762.73,11,13,411,1,BF,0,1,34,835.99,0,0
29,1,AA,0.12,CA,70,1194,1717.31,502.59,4671.74,12,14,788,1,BA,0,1,13,835.99,0,0
7,6,AC,0.88,CE,61,1231,2298.62,1651.77,2504.01,17,12,653,1,BD,1,0,11,835.99,0,0
5,1,AC,0.85,CE,79,1274,849.15,4999.09,635.05,5,14,358,1,BF,1,0,16,835.99,0,1
27,3,AE,0.78,CF,82,1305,94.51,1938.09,6296.94,2,12,652,1,BF,0,0,32,835.99,0,0
26,7,AB,0.8,CE,73,1217,1427.56,1998.91,11252.95,19,12,451,1,BD,1,1,5,835.99,0,0
26,7,AA,0.27,CD,54,1178,1313.56,6348.82,3765.25,8,6,719,1,BD,1,1,17,835.99,0,0
5,2,AC,0.77,CA,31,1253,2243.98,668.39,4542.44,0,6,469,1,BA,1,0,4,835.99,0,0
18,2,AA,0.51,CD,54,1194,5478.69,8825.75,109.45,4,6,430,1,BB,0,1,15,835.99,0,0
20,3,AE,0.72,CD,39,1189,551.14,5153.4,13096.09,3,13,711,0,BA,1,1,8,835.99,0,1
